,critic_name,top_critic,critic_publication,review_icon,review_quote,review_link,date_published,season,language,pos_tag,wordnet_pos,review_quote_processed
78,Rob Sheffield,True,Rolling Stone,fresh,"['superb', 'new', 'season', 'still', '2002', 'jimmy', 'transformed', 'saul', 'yet', 'ticking', 'time', 'bomb']",http://www.rollingstone.com/tv/features/better-call-saul-breaking-so-very-very-bad-20160307,"Mar 7, 2016",2,en,"[('superb', 'NN'), ('new', 'JJ'), ('season', 'NN'), ('still', 'RB'), ('2002', 'CD'), ('jimmy', 'NN'), ('transformed', 'VBD'), ('saul', 'JJ'), ('yet', 'RB'), ('ticking', 'VBG'), ('time', 'NN'), ('bomb', 'NN')]","[('superb', 'n'), ('new', 'a'), ('season', 'n'), ('still', 'r'), ('2002', 'n'), ('jimmy', 'n'), ('transformed', 'v'), ('saul', 'a'), ('yet', 'r'), ('ticking', 'v'), ('time', 'n'), ('bomb', 'n')]",superb new season still 2002 jimmy transform saul yet tick time bomb
79,Anthony Merino,False,PopMatters,fresh,"['saying', 'better', 'call', 'saul', 'season', 'two', 'quite', 'good', 'season', 'one', 'praising', 'faint', 'criticism', 'still', 'funnier', 'interesting', 'anything', 'television']",http://www.popmatters.com/review/better-call-saul-season-2/,"Mar 7, 2016",2,en,"[('saying', 'VBG'), ('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('season', 'NN'), ('two', 'CD'), ('quite', 'RB'), ('good', 'JJ'), ('season', 'NN'), ('one', 'CD'), ('praising', 'NN'), ('faint', 'NN'), ('criticism', 'NN'), ('still', 'RB'), ('funnier', 'RBR'), ('interesting', 'JJ'), ('anything', 'NN'), ('television', 'NN')]","[('saying', 'v'), ('better', 'r'), ('call', 'n'), ('saul', 'n'), ('season', 'n'), ('two', 'n'), ('quite', 'r'), ('good', 'a'), ('season', 'n'), ('one', 'n'), ('praising', 'n'), ('faint', 'n'), ('criticism', 'n'), ('still', 'r'), ('funnier', 'r'), ('interesting', 'a'), ('anything', 'n'), ('television', 'n')]",say well call saul season two quite good season one praising faint criticism still funnier interesting anything television
80,Christopher Hooton,True,Independent (UK),rotten,"['kills', 'adored', 'breaking', 'bad', 'loved', 'character', 'saul', '...', 'two', 'episodes', 'second', 'season', 'better', 'call', 'saul', '...', 'got', 'admit', 'working']",http://www.independent.co.uk/arts-entertainment/tv/reviews/in-which-i-dare-to-suggest-that-better-call-saul-is-a-bad-show-a6878151.html,"Feb 16, 2016",2,en,"[('kills', 'NNS'), ('adored', 'VBD'), ('breaking', 'VBG'), ('bad', 'JJ'), ('loved', 'VBN'), ('character', 'NN'), ('saul', 'NN'), ('...', ':'), ('two', 'CD'), ('episodes', 'NNS'), ('second', 'JJ'), ('season', 'NN'), ('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('...', ':'), ('got', 'VBD'), ('admit', 'RB'), ('working', 'VBG')]","[('kills', 'n'), ('adored', 'v'), ('breaking', 'v'), ('bad', 'a'), ('loved', 'v'), ('character', 'n'), ('saul', 'n'), ('...', 'n'), ('two', 'n'), ('episodes', 'n'), ('second', 'a'), ('season', 'n'), ('better', 'r'), ('call', 'n'), ('saul', 'n'), ('...', 'n'), ('got', 'v'), ('admit', 'r'), ('working', 'v')]",kill adore break bad love character saul ... two episode second season well call saul ... get admit work
81,John Doyle,True,Globe and Mail,fresh,"['return', 'better', 'call', 'saul', 'welcome', 'first', 'foremost', 'lesson', 'storytelling', 'technique']",http://www.theglobeandmail.com/arts/television/john-doyle-better-call-saul-is-back-and-brilliantly-beautifully-slow-savour-it/article28745933/,"Feb 16, 2016",2,en,"[('return', 'VB'), ('better', 'JJR'), ('call', 'NN'), ('saul', 'NN'), ('welcome', 'NN'), ('first', 'RB'), ('foremost', 'VBD'), ('lesson', 'JJ'), ('storytelling', 'NN'), ('technique', 'NN')]","[('return', 'v'), ('better', 'a'), ('call', 'n'), ('saul', 'n'), ('welcome', 'n'), ('first', 'r'), ('foremost', 'v'), ('lesson', 'a'), ('storytelling', 'n'), ('technique', 'n')]",return good call saul welcome first foremost lesson storytelling technique
82,Brian Moylan,True,Guardian,fresh,"['brilliant', 'show', 'know', 'answer', 'jimmy', 'ruin', 'even', 'though', 'season', 'starts', 'spoiler', 'still', 'thrill', 'watch']",http://www.theguardian.com/tv-and-radio/2016/feb/15/better-call-saul-second-season-review,"Feb 16, 2016",2,en,"[('brilliant', 'JJ'), ('show', 'NN'), ('know', 'VBP'), ('answer', 'JJR'), ('jimmy', 'NN'), ('ruin', 'NN'), ('even', 'RB'), ('though', 'IN'), ('season', 'NN'), ('starts', 'VBZ'), ('spoiler', 'NN'), ('still', 'RB'), ('thrill', 'VBZ'), ('watch', 'VB')]","[('brilliant', 'a'), ('show', 'n'), ('know', 'v'), ('answer', 'a'), ('jimmy', 'n'), ('ruin', 'n'), ('even', 'r'), ('though', 'n'), ('season', 'n'), ('starts', 'v'), ('spoiler', 'n'), ('still', 'r'), ('thrill', 'v'), ('watch', 'v')]",brilliant show know answer jimmy ruin even though season start spoiler still thrill watch
83,Chris Bumbray,False,JoBlo's Movie Network,fresh,"['starkly', 'different', 'show', 'operatic', 'breaking', 'bad', 'right', 'better', 'call', 'saul', 'turning', 'major', 'triumph', 'appointment', 'viewing']",http://www.joblo.com/movie-news/tv-review-better-call-saul---season-two---episode-1-860-02,"Feb 16, 2016",2,en,"[('starkly', 'RB'), ('different', 'JJ'), ('show', 'NN'), ('operatic', 'JJ'), ('breaking', 'NN'), ('bad', 'JJ'), ('right', 'RB'), ('better', 'RBR'), ('call', 'VB'), ('saul', 'NN'), ('turning', 'VBG'), ('major', 'JJ'), ('triumph', 'NN'), ('appointment', 'NN'), ('viewing', 'VBG')]","[('starkly', 'r'), ('different', 'a'), ('show', 'n'), ('operatic', 'a'), ('breaking', 'n'), ('bad', 'a'), ('right', 'r'), ('better', 'r'), ('call', 'v'), ('saul', 'n'), ('turning', 'v'), ('major', 'a'), ('triumph', 'n'), ('appointment', 'n'), ('viewing', 'v')]",starkly different show operatic breaking bad right well call saul turn major triumph appointment view
84,Joshua Alston,True,AV Club,fresh,"['jimmy', ""'s"", 'sibling', 'rivalry', 'feels', 'worth', 'investing', 'speaks', 'self-assured', 'saul', 'continues', 'season', 'two']",http://www.avclub.com/review/amcs-better-call-saul-stays-course-its-confident-s-232180,"Feb 15, 2016",2,en,"[('jimmy', 'NN'), (""'s"", 'POS'), ('sibling', 'VBG'), ('rivalry', 'NN'), ('feels', 'NNS'), ('worth', 'IN'), ('investing', 'VBG'), ('speaks', 'JJ'), ('self-assured', 'JJ'), ('saul', 'NN'), ('continues', 'VBZ'), ('season', 'NN'), ('two', 'CD')]","[('jimmy', 'n'), (""'s"", 'n'), ('sibling', 'v'), ('rivalry', 'n'), ('feels', 'n'), ('worth', 'n'), ('investing', 'v'), ('speaks', 'a'), ('self-assured', 'a'), ('saul', 'n'), ('continues', 'v'), ('season', 'n'), ('two', 'n')]",jimmy 's sibling rivalry feel worth invest speaks self-assured saul continue season two
85,Jeff Jensen,True,Entertainment Weekly,fresh,"['know', 'destination', 'mystery', 'journey', 'often', 'case', 'character', 'transformation', 'suspect', 'rate', 'change', 'appear', 'slow', 'finish', 'flurry']",http://www.ew.com/article/2016/02/14/better-call-saul-season-2-review,"Feb 15, 2016",2,en,"[('know', 'JJ'), ('destination', 'NN'), ('mystery', 'NN'), ('journey', 'NN'), ('often', 'RB'), ('case', 'NN'), ('character', 'JJ'), ('transformation', 'NN'), ('suspect', 'JJ'), ('rate', 'NN'), ('change', 'NN'), ('appear', 'VBP'), ('slow', 'JJ'), ('finish', 'NN'), ('flurry', 'NN')]","[('know', 'a'), ('destination', 'n'), ('mystery', 'n'), ('journey', 'n'), ('often', 'r'), ('case', 'n'), ('character', 'a'), ('transformation', 'n'), ('suspect', 'a'), ('rate', 'n'), ('change', 'n'), ('appear', 'v'), ('slow', 'a'), ('finish', 'n'), ('flurry', 'n')]",know destination mystery journey often case character transformation suspect rate change appear slow finish flurry
86,Spencer Kornhaber,True,The Atlantic,fresh,"['say', 'better', 'call', 'saul', 'season', 'two', 'yet', 'gripping', 'season', 'one', ""'s"", 'best', 'episodes', 'plenty', 'reasons', 'bet', 'soon', 'could']",http://www.theatlantic.com/entertainment/archive/2016/02/better-call-saul-the-fable-continues/462654/,"Feb 15, 2016",2,en,"[('say', 'VB'), ('better', 'JJR'), ('call', 'NN'), ('saul', 'NN'), ('season', 'NN'), ('two', 'CD'), ('yet', 'RB'), ('gripping', 'VBG'), ('season', 'NN'), ('one', 'CD'), (""'s"", 'POS'), ('best', 'JJS'), ('episodes', 'NNS'), ('plenty', 'JJ'), ('reasons', 'NNS'), ('bet', 'RB'), ('soon', 'RB'), ('could', 'MD')]","[('say', 'v'), ('better', 'a'), ('call', 'n'), ('saul', 'n'), ('season', 'n'), ('two', 'n'), ('yet', 'r'), ('gripping', 'v'), ('season', 'n'), ('one', 'n'), (""'s"", 'n'), ('best', 'a'), ('episodes', 'n'), ('plenty', 'a'), ('reasons', 'n'), ('bet', 'r'), ('soon', 'r'), ('could', 'n')]",say good call saul season two yet grip season one 's best episode plenty reason bet soon could
87,Hank Stuever,True,Washington Post,fresh,"['saving', 'grace', 'far', 'season', '2', 'steady', 'mildly', 'menacing', 'presence', 'mike', 'ehrmentraut', '...', 'another', 'classic', 'breaking', 'bad', 'character', 'able', 'dominate', 'world', 'cashier', 'booth', 'municipal', 'parking', 'lot']",https://www.washingtonpost.com/entertainment/tv/better-call-saul-better-get-busy/2016/02/14/db1473bc-d1a4-11e5-88cd-753e80cd29ad_story.html,"Feb 15, 2016",2,en,"[('saving', 'VBG'), ('grace', 'NN'), ('far', 'RB'), ('season', 'NN'), ('2', 'CD'), ('steady', 'JJ'), ('mildly', 'RB'), ('menacing', 'VBG'), ('presence', 'NN'), ('mike', 'NN'), ('ehrmentraut', 'NN'), ('...', ':'), ('another', 'DT'), ('classic', 'JJ'), ('breaking', 'NN'), ('bad', 'JJ'), ('character', 'NN'), ('able', 'JJ'), ('dominate', 'JJ'), ('world', 'NN'), ('cashier', 'NN'), ('booth', 'DT'), ('municipal', 'JJ'), ('parking', 'NN'), ('lot', 'NN')]","[('saving', 'v'), ('grace', 'n'), ('far', 'r'), ('season', 'n'), ('2', 'n'), ('steady', 'a'), ('mildly', 'r'), ('menacing', 'v'), ('presence', 'n'), ('mike', 'n'), ('ehrmentraut', 'n'), ('...', 'n'), ('another', 'n'), ('classic', 'a'), ('breaking', 'n'), ('bad', 'a'), ('character', 'n'), ('able', 'a'), ('dominate', 'a'), ('world', 'n'), ('cashier', 'n'), ('booth', 'n'), ('municipal', 'a'), ('parking', 'n'), ('lot', 'n')]",save grace far season 2 steady mildly menace presence mike ehrmentraut ... another classic breaking bad character able dominate world cashier booth municipal parking lot
88,Brian Tallerico,True,RogerEbert.com,fresh,"['writing', 'better', 'call', 'saul', 'tight', 'show', 'television', 'every', 'scene', 'feeling', 'like', 'thematic', 'narrative', 'purpose', 'without', 'overwritten']",http://www.rogerebert.com/demanders/better-call-saul-returns-as-confident-as-season-one,"Feb 12, 2016",2,en,"[('writing', 'VBG'), ('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('tight', 'VBD'), ('show', 'NN'), ('television', 'NN'), ('every', 'DT'), ('scene', 'NN'), ('feeling', 'VBG'), ('like', 'IN'), ('thematic', 'JJ'), ('narrative', 'JJ'), ('purpose', 'NN'), ('without', 'IN'), ('overwritten', 'NNS')]","[('writing', 'v'), ('better', 'r'), ('call', 'n'), ('saul', 'n'), ('tight', 'v'), ('show', 'n'), ('television', 'n'), ('every', 'n'), ('scene', 'n'), ('feeling', 'v'), ('like', 'n'), ('thematic', 'a'), ('narrative', 'a'), ('purpose', 'n'), ('without', 'n'), ('overwritten', 'n')]",write well call saul tight show television every scene feel like thematic narrative purpose without overwritten
89,Verne Gay,True,Newsday,fresh,"['one', 'tv', ""'s"", 'best', 'gets', 'better']",http://www.newsday.com/entertainment/tv/better-call-saul-season-2-review-breaking-bad-saga-gets-even-richer-1.11464478,"Feb 12, 2016",2,en,"[('one', 'CD'), ('tv', 'NN'), (""'s"", 'POS'), ('best', 'JJS'), ('gets', 'VBZ'), ('better', 'JJR')]","[('one', 'n'), ('tv', 'n'), (""'s"", 'n'), ('best', 'a'), ('gets', 'v'), ('better', 'a')]",one tv 's best get good
90,Willa Paskin,True,Slate,fresh,"['odenkirk', 'fantastic', 'jimmy', 'unctuous', 'charming', 'slovenly', 'sexy', 'able', 'project', 'pathos', 'rare', 'quality', 'human', 'actor', 'fun']",http://www.slate.com/articles/arts/television/2016/02/better_call_saul_season_2_reviewed.html,"Feb 12, 2016",2,en,"[('odenkirk', 'RB'), ('fantastic', 'JJ'), ('jimmy', 'NN'), ('unctuous', 'JJ'), ('charming', 'VBG'), ('slovenly', 'RB'), ('sexy', 'JJ'), ('able', 'JJ'), ('project', 'NN'), ('pathos', 'NN'), ('rare', 'JJ'), ('quality', 'NN'), ('human', 'JJ'), ('actor', 'NN'), ('fun', 'NN')]","[('odenkirk', 'r'), ('fantastic', 'a'), ('jimmy', 'n'), ('unctuous', 'a'), ('charming', 'v'), ('slovenly', 'r'), ('sexy', 'a'), ('able', 'a'), ('project', 'n'), ('pathos', 'n'), ('rare', 'a'), ('quality', 'n'), ('human', 'a'), ('actor', 'n'), ('fun', 'n')]",odenkirk fantastic jimmy unctuous charm slovenly sexy able project pathos rare quality human actor fun
91,Sonia Saraiya,True,Salon.com,fresh,"['chuck', ""'s"", 'intentions', 'revealed', 'season', '2', 'makes', 'room', 'jimmy', ""'s"", 'relationship', 'kim', 'mind', 'gives', 'show', 'jolt', 'emotional', 'resonance']",http://www.salon.com/2016/02/11/better_call_saul_keeps_getting_better_romance_keeps_jimmys_dark_side_in_check_but_his_cinnabon_future_still_looms_ahead/,"Feb 12, 2016",2,en,"[('chuck', 'NN'), (""'s"", 'POS'), ('intentions', 'NNS'), ('revealed', 'VBD'), ('season', 'NN'), ('2', 'CD'), ('makes', 'VBZ'), ('room', 'NN'), ('jimmy', 'NN'), (""'s"", 'POS'), ('relationship', 'NN'), ('kim', 'VBD'), ('mind', 'NN'), ('gives', 'VBZ'), ('show', 'VBP'), ('jolt', 'JJ'), ('emotional', 'JJ'), ('resonance', 'NN')]","[('chuck', 'n'), (""'s"", 'n'), ('intentions', 'n'), ('revealed', 'v'), ('season', 'n'), ('2', 'n'), ('makes', 'v'), ('room', 'n'), ('jimmy', 'n'), (""'s"", 'n'), ('relationship', 'n'), ('kim', 'v'), ('mind', 'n'), ('gives', 'v'), ('show', 'v'), ('jolt', 'a'), ('emotional', 'a'), ('resonance', 'n')]",chuck 's intention reveal season 2 make room jimmy 's relationship kim mind give show jolt emotional resonance
92,Rob Owen,False,Pittsburgh Post-Gazette,fresh,"['season', 'two', 'reminds', 'viewers', 'smart', 'engaging', 'original', 'writing', 'plotting', 'hands', 'saul', 'creators', 'vince', 'gilligan', 'peter', 'gould', 'writing', 'staff']",http://www.post-gazette.com/ae/tv-radio/2016/02/12/Tuned-in-HBO-spins-dark-dull-Vinyl-Better-Call-Saul-is-back/stories/201602120092,"Feb 12, 2016",2,en,"[('season', 'NN'), ('two', 'CD'), ('reminds', 'VBZ'), ('viewers', 'NNS'), ('smart', 'JJ'), ('engaging', 'VBG'), ('original', 'JJ'), ('writing', 'VBG'), ('plotting', 'VBG'), ('hands', 'NNS'), ('saul', 'JJ'), ('creators', 'NNS'), ('vince', 'NN'), ('gilligan', 'VBP'), ('peter', 'NN'), ('gould', 'NN'), ('writing', 'VBG'), ('staff', 'NN')]","[('season', 'n'), ('two', 'n'), ('reminds', 'v'), ('viewers', 'n'), ('smart', 'a'), ('engaging', 'v'), ('original', 'a'), ('writing', 'v'), ('plotting', 'v'), ('hands', 'n'), ('saul', 'a'), ('creators', 'n'), ('vince', 'n'), ('gilligan', 'v'), ('peter', 'n'), ('gould', 'n'), ('writing', 'v'), ('staff', 'n')]",season two remind viewer smart engage original write plot hand saul creator vince gilligan peter gould write staff
93,Ed Bark,True,Uncle Barky,fresh,"['better', 'call', 'saul', 'still', 'avoiding', 'pitfalls', 'simply', 'running', 'place', 'instead', 'great', 'expectations', 'remain', 'intact', 'season', '2', 'far', 'continues', 'make', 'mark', 'delivering', 'little', 'time']",http://www.unclebarky.com/reviews.html,"Feb 12, 2016",2,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('still', 'RB'), ('avoiding', 'VBG'), ('pitfalls', 'NNS'), ('simply', 'RB'), ('running', 'VBG'), ('place', 'NN'), ('instead', 'RB'), ('great', 'JJ'), ('expectations', 'NNS'), ('remain', 'VBP'), ('intact', 'JJ'), ('season', 'NN'), ('2', 'CD'), ('far', 'RB'), ('continues', 'VBZ'), ('make', 'VB'), ('mark', 'NN'), ('delivering', 'VBG'), ('little', 'JJ'), ('time', 'NN')]","[('better', 'r'), ('call', 'n'), ('saul', 'n'), ('still', 'r'), ('avoiding', 'v'), ('pitfalls', 'n'), ('simply', 'r'), ('running', 'v'), ('place', 'n'), ('instead', 'r'), ('great', 'a'), ('expectations', 'n'), ('remain', 'v'), ('intact', 'a'), ('season', 'n'), ('2', 'n'), ('far', 'r'), ('continues', 'v'), ('make', 'v'), ('mark', 'n'), ('delivering', 'v'), ('little', 'a'), ('time', 'n')]",well call saul still avoid pitfall simply run place instead great expectation remain intact season 2 far continue make mark deliver little time
94,Tim Goodman,True,Hollywood Reporter,fresh,"['appears', 'gould', 'gilligan', 'accelerating', 'jimmy', ""'s"", 'transformation', 'saul', 'welcome', 'news', 'even', 'brings', 'issues', 'exactly', 'fast', 'happen', 'much', 'timeline', 'series', 'play']",http://www.hollywoodreporter.com/review/better-call-saul-season-2-863965,"Feb 11, 2016",2,en,"[('appears', 'VBZ'), ('gould', 'MD'), ('gilligan', 'VB'), ('accelerating', 'VBG'), ('jimmy', 'NN'), (""'s"", 'POS'), ('transformation', 'NN'), ('saul', 'VBD'), ('welcome', 'JJ'), ('news', 'NN'), ('even', 'RB'), ('brings', 'VBZ'), ('issues', 'NNS'), ('exactly', 'RB'), ('fast', 'RB'), ('happen', 'VB'), ('much', 'RB'), ('timeline', 'NN'), ('series', 'NN'), ('play', 'NN')]","[('appears', 'v'), ('gould', 'n'), ('gilligan', 'v'), ('accelerating', 'v'), ('jimmy', 'n'), (""'s"", 'n'), ('transformation', 'n'), ('saul', 'v'), ('welcome', 'a'), ('news', 'n'), ('even', 'r'), ('brings', 'v'), ('issues', 'n'), ('exactly', 'r'), ('fast', 'r'), ('happen', 'v'), ('much', 'r'), ('timeline', 'n'), ('series', 'n'), ('play', 'n')]",appear gould gilligan accelerate jimmy 's transformation saul welcome news even bring issue exactly fast happen much timeline series play
95,Sam Woolf,False,We Got This Covered,fresh,"['jimmy', 'mcgill', 'better', 'call', 'saul', 'continue', 'find', 'season', '2', 'efforts', 'prove', 'well', 'worth', 'time']",http://wegotthiscovered.com/tv/better-call-saul-season-2-review/,"Feb 11, 2016",2,en,"[('jimmy', 'NN'), ('mcgill', 'VB'), ('better', 'JJR'), ('call', 'NN'), ('saul', 'NN'), ('continue', 'NN'), ('find', 'VBP'), ('season', 'NN'), ('2', 'CD'), ('efforts', 'NNS'), ('prove', 'RB'), ('well', 'RB'), ('worth', 'JJ'), ('time', 'NN')]","[('jimmy', 'n'), ('mcgill', 'v'), ('better', 'a'), ('call', 'n'), ('saul', 'n'), ('continue', 'n'), ('find', 'v'), ('season', 'n'), ('2', 'n'), ('efforts', 'n'), ('prove', 'r'), ('well', 'r'), ('worth', 'a'), ('time', 'n')]",jimmy mcgill good call saul continue find season 2 effort prove well worth time
96,Alan Sepinwall,True,HitFix,fresh,"['proven', 'excellent', 'enough', 'right', 'go', 'telling', 'jimmy', 'mcgill', 'story', 'long', 'get', 'away']",http://www.hitfix.com/whats-alan-watching/review-better-call-saul-shouldnt-be-in-a-rush-to-get-to-breaking-bad,"Feb 11, 2016",2,en,"[('proven', 'JJ'), ('excellent', 'JJ'), ('enough', 'RB'), ('right', 'JJ'), ('go', 'VB'), ('telling', 'VBG'), ('jimmy', 'NN'), ('mcgill', 'FW'), ('story', 'NN'), ('long', 'RB'), ('get', 'VB'), ('away', 'RP')]","[('proven', 'a'), ('excellent', 'a'), ('enough', 'r'), ('right', 'a'), ('go', 'v'), ('telling', 'v'), ('jimmy', 'n'), ('mcgill', 'n'), ('story', 'n'), ('long', 'r'), ('get', 'v'), ('away', 'r')]",proven excellent enough right go tell jimmy mcgill story long get away
97,Chuck Bowen,True,Slant Magazine,fresh,"['series', 'casually', 'beautiful', 'risk', 'taken', 'granted']",http://www.slantmagazine.com/tv/review/better-call-saul-season-two,"Feb 8, 2016",2,en,"[('series', 'NN'), ('casually', 'RB'), ('beautiful', 'JJ'), ('risk', 'NN'), ('taken', 'VBN'), ('granted', 'VBD')]","[('series', 'n'), ('casually', 'r'), ('beautiful', 'a'), ('risk', 'n'), ('taken', 'v'), ('granted', 'v')]",series casually beautiful risk take grant
98,Daniel D'Addario,True,TIME Magazine,fresh,"['sometimes', 'giving', 'ideals', 'flashy', 'dramatic', 'process', 'sometimes', 'matter', 'settling', 'seen', 'pair', 'profoundly', 'perceptive', 'eyes']",http://time.com/4208309/better-call-saul-review-season-2/,"Feb 5, 2016",2,en,"[('sometimes', 'RB'), ('giving', 'VBG'), ('ideals', 'NNS'), ('flashy', 'JJ'), ('dramatic', 'JJ'), ('process', 'NN'), ('sometimes', 'RB'), ('matter', 'RBR'), ('settling', 'VBG'), ('seen', 'VBN'), ('pair', 'NN'), ('profoundly', 'RB'), ('perceptive', 'JJ'), ('eyes', 'NNS')]","[('sometimes', 'r'), ('giving', 'v'), ('ideals', 'n'), ('flashy', 'a'), ('dramatic', 'a'), ('process', 'n'), ('sometimes', 'r'), ('matter', 'r'), ('settling', 'v'), ('seen', 'v'), ('pair', 'n'), ('profoundly', 'r'), ('perceptive', 'a'), ('eyes', 'n')]",sometimes give ideal flashy dramatic process sometimes matter settle see pair profoundly perceptive eye
99,Liz Shannon Miller,True,indieWire,fresh,"['first', 'two', 'episodes', 'season', '2', 'every', 'indication', 'able', 'keep', 'good', 'thing', 'going']",http://www.indiewire.com/article/review-better-call-saul-season-2-might-just-break-our-hearts-in-a-good-way-20160128,"Jan 28, 2016",2,en,"[('first', 'RB'), ('two', 'CD'), ('episodes', 'NNS'), ('season', 'NN'), ('2', 'CD'), ('every', 'DT'), ('indication', 'NN'), ('able', 'JJ'), ('keep', 'VB'), ('good', 'JJ'), ('thing', 'NN'), ('going', 'VBG')]","[('first', 'r'), ('two', 'n'), ('episodes', 'n'), ('season', 'n'), ('2', 'n'), ('every', 'n'), ('indication', 'n'), ('able', 'a'), ('keep', 'v'), ('good', 'a'), ('thing', 'n'), ('going', 'v')]",first two episode season 2 every indication able keep good thing go
